visit_id,visited_at,time_slot,booth,category,grade,spent_won,wait_min,satisfaction
V072278,2026-09-18 13:12:00,13:00,캘리그라피 체험,체험,3,0,5,5.0
V072279,2026-09-18 13:12:00,13:00,슬러시 카페,음식,1,2000,5,4.1
V072280,2026-09-18 15:06:00,15:00,사진 부스,체험,1,2000,12,4.4
V072281,2026-09-18 14:17:00,14:00,캘리그라피 체험,체험,2,0,3,5.0
V072282,2026-09-18 13:13:00,13:00,슬러시 카페,음식,2,2000,4,4.4
V072283,2026-09-18 10:23:00,10:00,떡볶이 가게,음식,1,3000,8,4.3
V072284,2026-09-18 14:45:00,14:00,다트 챌린지,게임,2,1000,4,4.9
V072285,2026-09-18 15:26:00,15:00,슬러시 카페,음식,2,2000,4,5.0
V072286,2026-09-18 14:23:00,14:00,다트 챌린지,게임,1,0,6,5.0
V072287,2026-09-18 14:27:00,14:00,방탈출 게임,게임,2,1000,18,4.1
V072288,2026-09-18 13:40:00,13:00,슬러시 카페,음식,3,0,13,4.0
V072289,2026-09-18 12:42:00,12:00,다트 챌린지,게임,2,1000,1,5.0
V072290,2026-09-18 13:10:00,13:00,슬러시 카페,음식,3,2000,8,4.5
V072291,2026-09-18 13:22:00,13:00,떡볶이 가게,음식,1,0,13,4.1
V072292,2026-09-18 13:07:00,13:00,떡볶이 가게,음식,1,3000,8,4.5
V072293,2026-09-18 12:17:00,12:00,다트 챌린지,게임,1,1000,4,4.9
V072294,2026-09-18 12:44:00,12:00,사진 부스,체험,1,2000,11,3.5
V072295,2026-09-18 15:50:00,15:00,다트 챌린지,게임,3,1000,7,4.5
V072296,2026-09-18 13:52:00,13:00,떡볶이 가게,음식,1,3000,14,4.2
V072297,2026-09-18 14:27:00,14:00,다트 챌린지,게임,3,0,8,4.4
V072298,2026-09-18 13:35:00,13:00,캘리그라피 체험,체험,2,1500,0,4.8
V072299,2026-09-18 15:27:00,15:00,슬러시 카페,음식,1,2000,4,4.7
V072300,2026-09-18 11:34:00,11:00,다트 챌린지,게임,1,1000,2,4.4
V072301,2026-09-18 13:47:00,13:00,다트 챌린지,게임,2,1000,7,4.2
V072302,2026-09-18 16:56:00,16:00,다트 챌린지,게임,1,1000,1,4.7
V072303,2026-09-18 15:14:00,15:00,방탈출 게임,게임,1,1000,9,4.9
V072304,2026-09-18 12:56:00,12:00,슬러시 카페,음식,3,0,7,4.6
V072305,2026-09-18 14:39:00,14:00,방탈출 게임,게임,2,0,13,4.5
V072306,2026-09-18 13:09:00,13:00,방탈출 게임,게임,2,1000,16,4.4
V072307,2026-09-18 13:09:00,13:00,방탈출 게임,게임,2,1000,18,4.6
V072308,2026-09-18 14:22:00,14:00,캘리그라피 체험,체험,2,1500,4,4.5
V072309,2026-09-18 13:41:00,13:00,사진 부스,체험,2,2000,10,4.8
V072310,2026-09-18 13:11:00,13:00,떡볶이 가게,음식,2,3000,16,4.4
V072311,2026-09-18 16:23:00,16:00,방탈출 게임,게임,1,1000,7,4.7
V072312,2026-09-18 12:31:00,12:00,다트 챌린지,게임,3,0,2,5.0
V072313,2026-09-18 13:49:00,13:00,슬러시 카페,음식,2,2000,11,3.9
V072314,2026-09-18 10:03:00,10:00,다트 챌린지,게임,3,0,5,5.0
V072315,2026-09-18 13:42:00,13:00,방탈출 게임,게임,2,1000,15,4.7
V072316,2026-09-18 13:25:00,13:00,슬러시 카페,음식,3,2000,5,4.8
V072317,2026-09-18 15:28:00,15:00,슬러시 카페,음식,2,2000,4,4.9
V072318,2026-09-18 11:27:00,11:00,슬러시 카페,음식,2,2000,6,4.2
V072319,2026-09-18 15:37:00,15:00,떡볶이 가게,음식,3,3000,8,4.5
V072320,2026-09-18 10:02:00,10:00,슬러시 카페,음식,2,2000,4,5.0
V072321,2026-09-18 13:39:00,13:00,방탈출 게임,게임,3,1000,19,3.7
V072322,2026-09-18 12:23:00,12:00,사진 부스,체험,2,2000,10,4.6
V072323,2026-09-18 16:30:00,16:00,다트 챌린지,게임,1,1000,2,4.9
V072324,2026-09-18 13:03:00,13:00,캘리그라피 체험,체험,2,1500,5,4.7
V072325,2026-09-18 11:48:00,11:00,방탈출 게임,게임,2,1000,8,4.8
V072326,2026-09-18 11:49:00,11:00,슬러시 카페,음식,3,2000,2,5.0
V072327,2026-09-18 12:27:00,12:00,다트 챌린지,게임,2,0,3,4.5
V072328,2026-09-18 10:42:00,10:00,떡볶이 가게,음식,1,3000,5,4.7
V072329,2026-09-18 14:05:00,14:00,사진 부스,체험,1,0,8,4.7
V072330,2026-09-18 13:15:00,13:00,슬러시 카페,음식,1,2000,8,4.6
V072331,2026-09-18 11:33:00,11:00,사진 부스,체험,3,2000,2,5.0
V072332,2026-09-18 14:20:00,14:00,사진 부스,체험,3,0,9,4.4
V072333,2026-09-18 10:50:00,10:00,다트 챌린지,게임,1,0,2,5.0
V072334,2026-09-18 12:42:00,12:00,사진 부스,체험,3,0,7,4.4
V072335,2026-09-18 15:33:00,15:00,캘리그라피 체험,체험,3,1500,1,5.0
V072336,2026-09-18 13:34:00,13:00,사진 부스,체험,1,2000,9,4.5
V072337,2026-09-18 12:27:00,12:00,슬러시 카페,음식,2,2000,7,4.8
V072338,2026-09-18 16:12:00,16:00,슬러시 카페,음식,3,2000,7,4.3
V072339,2026-09-18 15:09:00,15:00,방탈출 게임,게임,2,1000,10,4.5
V072340,2026-09-18 12:07:00,12:00,슬러시 카페,음식,2,2000,5,4.7
V072341,2026-09-18 16:14:00,16:00,다트 챌린지,게임,3,0,5,4.2
V072342,2026-09-18 14:17:00,14:00,슬러시 카페,음식,1,2000,9,4.6
V072343,2026-09-18 13:24:00,13:00,슬러시 카페,음식,3,0,6,5.0
V072344,2026-09-18 13:54:00,13:00,슬러시 카페,음식,1,2000,7,4.6
V072345,2026-09-18 11:08:00,11:00,떡볶이 가게,음식,1,3000,7,4.8
V072346,2026-09-18 13:06:00,13:00,떡볶이 가게,음식,2,3000,12,4.2
V072347,2026-09-18 15:41:00,15:00,방탈출 게임,게임,3,0,14,4.2
V072348,2026-09-18 13:54:00,13:00,사진 부스,체험,1,0,11,4.5
V072349,2026-09-18 13:52:00,13:00,방탈출 게임,게임,3,1000,14,4.2
V072350,2026-09-18 16:08:00,16:00,다트 챌린지,게임,2,1000,2,4.8
V072351,2026-09-18 16:17:00,16:00,캘리그라피 체험,체험,3,1500,2,4.8
V072352,2026-09-18 15:51:00,15:00,방탈출 게임,게임,1,1000,9,4.3
V072353,2026-09-18 14:56:00,14:00,사진 부스,체험,3,2000,7,4.9
V072354,2026-09-18 16:25:00,16:00,사진 부스,체험,1,0,5,4.6
V072355,2026-09-18 14:33:00,14:00,떡볶이 가게,음식,3,3000,11,4.2
V072356,2026-09-18 13:30:00,13:00,떡볶이 가게,음식,1,3000,15,4.2
V072357,2026-09-18 11:24:00,11:00,슬러시 카페,음식,1,2000,4,5.0
V072358,2026-09-18 12:11:00,12:00,다트 챌린지,게임,3,1000,4,5.0
V072359,2026-09-18 12:52:00,12:00,슬러시 카페,음식,2,2000,4,5.0
V072360,2026-09-18 16:01:00,16:00,슬러시 카페,음식,3,0,2,5.0
V072361,2026-09-18 15:46:00,15:00,떡볶이 가게,음식,3,3000,8,4.4
V072362,2026-09-18 11:45:00,11:00,방탈출 게임,게임,1,1000,10,4.5
V072363,2026-09-18 15:42:00,15:00,슬러시 카페,음식,2,2000,3,4.8
V072364,2026-09-18 15:07:00,15:00,방탈출 게임,게임,3,0,10,4.3
V072365,2026-09-18 12:12:00,12:00,방탈출 게임,게임,3,1000,15,4.0
V072366,2026-09-18 16:49:00,16:00,떡볶이 가게,음식,3,3000,9,4.5
V072367,2026-09-18 10:39:00,10:00,다트 챌린지,게임,2,1000,4,4.5
V072368,2026-09-18 14:21:00,14:00,사진 부스,체험,3,0,9,4.4
V072369,2026-09-18 11:18:00,11:00,슬러시 카페,음식,2,2000,4,4.4
V072370,2026-09-18 13:49:00,13:00,떡볶이 가게,음식,2,3000,12,4.2
V072371,2026-09-18 16:06:00,16:00,캘리그라피 체험,체험,3,0,5,4.1
V072372,2026-09-18 14:30:00,14:00,슬러시 카페,음식,1,2000,3,4.9
V072373,2026-09-18 13:41:00,13:00,사진 부스,체험,2,0,7,4.9
V072374,2026-09-18 16:14:00,16:00,캘리그라피 체험,체험,3,1500,6,4.7
V072375,2026-09-18 13:38:00,13:00,떡볶이 가게,음식,3,3000,11,4.0
V072376,2026-09-18 14:16:00,14:00,방탈출 게임,게임,3,0,11,4.7
V072377,2026-09-18 14:38:00,14:00,캘리그라피 체험,체험,1,1500,10,4.6
V072378,2026-09-18 13:57:00,13:00,방탈출 게임,게임,1,1000,19,4.2
V072379,2026-09-18 10:13:00,10:00,사진 부스,체험,2,2000,5,4.1
V072380,2026-09-18 14:28:00,14:00,떡볶이 가게,음식,1,0,9,4.5
V072381,2026-09-18 13:48:00,13:00,슬러시 카페,음식,1,2000,9,4.2
V072382,2026-09-18 13:28:00,13:00,다트 챌린지,게임,1,1000,4,4.7
V072383,2026-09-18 12:53:00,12:00,방탈출 게임,게임,2,1000,15,4.1
V072384,2026-09-18 11:50:00,11:00,슬러시 카페,음식,1,2000,3,4.7
V072385,2026-09-18 12:16:00,12:00,슬러시 카페,음식,1,2000,10,4.5
V072386,2026-09-18 15:47:00,15:00,방탈출 게임,게임,1,0,11,4.3
V072387,2026-09-18 10:41:00,10:00,다트 챌린지,게임,3,1000,1,5.0
V072388,2026-09-18 11:52:00,11:00,다트 챌린지,게임,3,1000,1,4.8
V072389,2026-09-18 15:52:00,15:00,사진 부스,체험,2,2000,5,4.7
V072390,2026-09-18 14:31:00,14:00,떡볶이 가게,음식,1,3000,13,4.0
V072391,2026-09-18 13:04:00,13:00,캘리그라피 체험,체험,2,1500,2,5.0
V072392,2026-09-18 13:17:00,13:00,떡볶이 가게,음식,3,3000,10,4.8
V072393,2026-09-18 12:26:00,12:00,캘리그라피 체험,체험,2,1500,4,4.6
V072394,2026-09-18 12:09:00,12:00,다트 챌린지,게임,1,0,4,5.0
V072395,2026-09-18 10:55:00,10:00,방탈출 게임,게임,1,0,6,4.7
V072396,2026-09-18 14:17:00,14:00,캘리그라피 체험,체험,2,1500,4,4.8
V072397,2026-09-18 13:20:00,13:00,떡볶이 가게,음식,2,3000,13,4.6
V072398,2026-09-18 16:22:00,16:00,캘리그라피 체험,체험,2,1500,4,4.9
V072399,2026-09-18 11:18:00,11:00,떡볶이 가게,음식,2,3000,4,4.8
V072400,2026-09-18 11:57:00,11:00,다트 챌린지,게임,3,0,7,4.3
V072401,2026-09-18 16:23:00,16:00,떡볶이 가게,음식,2,3000,3,4.9
V072402,2026-09-18 12:56:00,12:00,사진 부스,체험,2,2000,9,4.8
V072403,2026-09-18 12:18:00,12:00,방탈출 게임,게임,3,1000,12,4.3
V072404,2026-09-18 16:58:00,16:00,떡볶이 가게,음식,2,3000,8,4.9
V072405,2026-09-18 13:59:00,13:00,다트 챌린지,게임,3,1000,9,4.4
V072406,2026-09-18 16:26:00,16:00,사진 부스,체험,1,2000,4,4.3
V072407,2026-09-18 12:22:00,12:00,방탈출 게임,게임,1,1000,12,4.6
V072408,2026-09-18 13:59:00,13:00,다트 챌린지,게임,2,1000,2,4.6
V072409,2026-09-18 13:33:00,13:00,떡볶이 가게,음식,1,0,13,3.9
V072410,2026-09-18 10:45:00,10:00,슬러시 카페,음식,1,2000,5,4.6
V072411,2026-09-18 14:03:00,14:00,떡볶이 가게,음식,3,3000,11,4.8
V072412,2026-09-18 11:39:00,11:00,방탈출 게임,게임,1,1000,11,3.9
V072413,2026-09-18 14:10:00,14:00,방탈출 게임,게임,2,1000,13,4.6
V072414,2026-09-18 14:39:00,14:00,방탈출 게임,게임,3,1000,18,4.5
V072415,2026-09-18 14:55:00,14:00,방탈출 게임,게임,3,0,17,4.4
V072416,2026-09-18 16:29:00,16:00,떡볶이 가게,음식,2,3000,3,5.0
V072417,2026-09-18 10:53:00,10:00,방탈출 게임,게임,3,1000,10,4.2
V072418,2026-09-18 13:55:00,13:00,사진 부스,체험,2,0,10,4.7
V072419,2026-09-18 15:46:00,15:00,방탈출 게임,게임,3,1000,9,4.3
V072420,2026-09-18 13:16:00,13:00,방탈출 게임,게임,2,1000,12,3.9
V072421,2026-09-18 13:11:00,13:00,방탈출 게임,게임,2,1000,17,4.3
V072422,2026-09-18 15:20:00,15:00,캘리그라피 체험,체험,3,1500,4,4.5
V072423,2026-09-18 12:24:00,12:00,슬러시 카페,음식,1,2000,8,4.5
V072424,2026-09-18 14:12:00,14:00,다트 챌린지,게임,2,1000,7,4.8
V072425,2026-09-18 10:19:00,10:00,떡볶이 가게,음식,3,3000,8,4.6
V072426,2026-09-18 14:41:00,14:00,떡볶이 가게,음식,1,3000,8,4.4
V072427,2026-09-18 10:29:00,10:00,떡볶이 가게,음식,2,3000,6,4.8
V072428,2026-09-18 13:49:00,13:00,사진 부스,체험,2,2000,13,4.0
V072429,2026-09-18 14:09:00,14:00,사진 부스,체험,3,0,7,4.7
V072430,2026-09-18 12:20:00,12:00,사진 부스,체험,1,0,11,4.8
V072431,2026-09-18 13:37:00,13:00,슬러시 카페,음식,2,2000,7,5.0
V072432,2026-09-18 13:45:00,13:00,떡볶이 가게,음식,3,3000,13,4.2
V072433,2026-09-18 14:55:00,14:00,다트 챌린지,게임,1,1000,5,4.2
V072434,2026-09-18 12:01:00,12:00,캘리그라피 체험,체험,1,1500,2,4.6
V072435,2026-09-18 16:23:00,16:00,사진 부스,체험,2,2000,9,4.4
V072436,2026-09-18 14:16:00,14:00,캘리그라피 체험,체험,1,1500,5,5.0
V072437,2026-09-18 13:51:00,13:00,캘리그라피 체험,체험,1,1500,5,4.5
V072438,2026-09-18 12:38:00,12:00,방탈출 게임,게임,2,1000,15,4.1
V072439,2026-09-18 16:33:00,16:00,슬러시 카페,음식,1,0,7,4.4
V072440,2026-09-18 13:42:00,13:00,사진 부스,체험,1,0,7,4.4
V072441,2026-09-18 12:29:00,12:00,사진 부스,체험,3,2000,5,4.9
V072442,2026-09-18 13:23:00,13:00,떡볶이 가게,음식,2,3000,11,4.2
V072443,2026-09-18 15:02:00,15:00,캘리그라피 체험,체험,2,0,3,4.8
V072444,2026-09-18 14:38:00,14:00,캘리그라피 체험,체험,2,1500,1,4.7
V072445,2026-09-18 13:37:00,13:00,다트 챌린지,게임,1,0,9,4.4
V072446,2026-09-18 13:39:00,13:00,슬러시 카페,음식,2,2000,9,4.4
V072447,2026-09-18 14:37:00,14:00,사진 부스,체험,1,2000,7,4.4
V072448,2026-09-18 13:06:00,13:00,캘리그라피 체험,체험,3,0,5,4.5
V072449,2026-09-18 14:31:00,14:00,사진 부스,체험,1,2000,7,4.4
V072450,2026-09-18 14:52:00,14:00,떡볶이 가게,음식,3,3000,11,3.8
V072451,2026-09-18 12:48:00,12:00,캘리그라피 체험,체험,2,1500,2,5.0
V072452,2026-09-18 15:55:00,15:00,떡볶이 가게,음식,3,0,7,4.5
V072453,2026-09-18 14:24:00,14:00,사진 부스,체험,1,2000,11,4.0
V072454,2026-09-18 12:10:00,12:00,다트 챌린지,게임,3,1000,4,4.7
V072455,2026-09-18 16:18:00,16:00,캘리그라피 체험,체험,3,0,3,4.9
V072456,2026-09-18 14:36:00,14:00,다트 챌린지,게임,3,1000,2,4.8
V072457,2026-09-18 12:23:00,12:00,떡볶이 가게,음식,3,3000,8,4.7
V072458,2026-09-18 15:27:00,15:00,캘리그라피 체험,체험,3,1500,4,4.6
V072459,2026-09-18 11:39:00,11:00,떡볶이 가게,음식,2,3000,8,4.8
V072460,2026-09-18 12:34:00,12:00,슬러시 카페,음식,3,2000,5,5.0
V072461,2026-09-18 13:57:00,13:00,슬러시 카페,음식,3,2000,8,4.6
V072462,2026-09-18 11:59:00,11:00,떡볶이 가게,음식,3,3000,5,4.5
V072463,2026-09-18 13:22:00,13:00,다트 챌린지,게임,2,1000,4,5.0
V072464,2026-09-18 13:58:00,13:00,사진 부스,체험,3,0,10,4.7
V072465,2026-09-18 13:30:00,13:00,떡볶이 가게,음식,2,3000,10,4.5
V072466,2026-09-18 12:38:00,12:00,슬러시 카페,음식,2,0,7,4.2
V072467,2026-09-18 11:03:00,11:00,다트 챌린지,게임,1,0,1,5.0
V072468,2026-09-18 13:33:00,13:00,슬러시 카페,음식,2,2000,6,4.2
V072469,2026-09-18 15:49:00,15:00,사진 부스,체험,1,0,9,4.3
V072470,2026-09-18 16:50:00,16:00,떡볶이 가게,음식,1,3000,4,4.9
V072471,2026-09-18 14:35:00,14:00,캘리그라피 체험,체험,2,1500,4,4.7
V072472,2026-09-18 15:42:00,15:00,사진 부스,체험,3,0,6,4.9
V072473,2026-09-18 15:46:00,15:00,슬러시 카페,음식,3,2000,10,4.6
V072474,2026-09-18 13:23:00,13:00,방탈출 게임,게임,3,1000,17,4.0
V072475,2026-09-18 10:53:00,10:00,다트 챌린지,게임,2,1000,1,5.0
V072476,2026-09-18 15:48:00,15:00,사진 부스,체험,1,2000,5,4.6
V072477,2026-09-18 15:48:00,15:00,다트 챌린지,게임,3,1000,6,4.5
V072478,2026-09-18 12:07:00,12:00,떡볶이 가게,음식,2,3000,12,4.5
V072479,2026-09-18 16:55:00,16:00,캘리그라피 체험,체험,3,0,3,5.0
V072480,2026-09-18 12:44:00,12:00,떡볶이 가게,음식,2,3000,13,4.8
V072481,2026-09-18 15:51:00,15:00,사진 부스,체험,2,2000,6,4.7
V072482,2026-09-18 12:56:00,12:00,다트 챌린지,게임,2,1000,2,4.8
V072483,2026-09-18 16:36:00,16:00,떡볶이 가게,음식,3,3000,5,4.8
V072484,2026-09-18 12:29:00,12:00,떡볶이 가게,음식,2,3000,6,4.4
V072485,2026-09-18 14:39:00,14:00,사진 부스,체험,1,2000,7,4.9
V072486,2026-09-18 14:58:00,14:00,방탈출 게임,게임,2,1000,14,4.1
V072487,2026-09-18 10:08:00,10:00,방탈출 게임,게임,2,0,5,4.7
V072488,2026-09-18 14:22:00,14:00,방탈출 게임,게임,1,0,18,4.1
V072489,2026-09-18 15:26:00,15:00,다트 챌린지,게임,2,1000,0,4.9
V072490,2026-09-18 13:47:00,13:00,떡볶이 가게,음식,1,3000,9,4.7
V072491,2026-09-18 13:40:00,13:00,방탈출 게임,게임,3,1000,18,4.5
V072492,2026-09-18 14:37:00,14:00,슬러시 카페,음식,3,2000,7,4.5
V072493,2026-09-18 12:25:00,12:00,사진 부스,체험,1,2000,7,4.5
V072494,2026-09-18 16:44:00,16:00,슬러시 카페,음식,3,2000,3,4.5
V072495,2026-09-18 13:45:00,13:00,방탈출 게임,게임,1,0,18,4.2
V072496,2026-09-18 15:47:00,15:00,슬러시 카페,음식,3,2000,7,4.3
V072497,2026-09-18 14:54:00,14:00,슬러시 카페,음식,2,2000,5,4.7
V072498,2026-09-18 10:31:00,10:00,사진 부스,체험,1,0,7,4.1
V072499,2026-09-18 11:56:00,11:00,캘리그라피 체험,체험,2,0,3,4.7
V072500,2026-09-18 16:24:00,16:00,방탈출 게임,게임,3,0,8,4.2
V072501,2026-09-18 12:45:00,12:00,사진 부스,체험,1,0,5,4.9
V072502,2026-09-18 11:58:00,11:00,떡볶이 가게,음식,2,0,8,4.2
V072503,2026-09-18 13:43:00,13:00,다트 챌린지,게임,3,1000,3,4.6
V072504,2026-09-18 13:07:00,13:00,떡볶이 가게,음식,1,3000,11,4.6
V072505,2026-09-18 11:52:00,11:00,떡볶이 가게,음식,3,3000,7,4.5
V072506,2026-09-18 12:25:00,12:00,사진 부스,체험,3,0,6,4.5
V072507,2026-09-18 14:27:00,14:00,캘리그라피 체험,체험,1,1500,3,5.0
V072508,2026-09-18 15:33:00,15:00,방탈출 게임,게임,1,0,10,4.4
V072509,2026-09-18 14:28:00,14:00,캘리그라피 체험,체험,2,1500,2,5.0
V072510,2026-09-18 14:36:00,14:00,다트 챌린지,게임,2,1000,3,5.0
V072511,2026-09-18 13:10:00,13:00,사진 부스,체험,2,2000,7,4.3
V072512,2026-09-18 12:40:00,12:00,슬러시 카페,음식,2,0,6,4.5
V072513,2026-09-18 14:47:00,14:00,사진 부스,체험,2,0,8,4.8
V072514,2026-09-18 13:03:00,13:00,다트 챌린지,게임,3,1000,5,4.4
V072515,2026-09-18 13:06:00,13:00,떡볶이 가게,음식,1,3000,9,4.4
V072516,2026-09-18 16:52:00,16:00,방탈출 게임,게임,3,0,11,4.6
V072517,2026-09-18 16:41:00,16:00,떡볶이 가게,음식,1,3000,7,4.1
V072518,2026-09-18 15:16:00,15:00,다트 챌린지,게임,1,0,6,4.6
V072519,2026-09-18 14:44:00,14:00,슬러시 카페,음식,2,2000,0,4.7
V072520,2026-09-18 14:44:00,14:00,사진 부스,체험,3,2000,8,4.9
V072521,2026-09-18 15:30:00,15:00,방탈출 게임,게임,3,1000,6,4.4
V072522,2026-09-18 12:46:00,12:00,방탈출 게임,게임,1,0,12,4.3
V072523,2026-09-18 12:38:00,12:00,방탈출 게임,게임,2,1000,12,4.2
V072524,2026-09-18 12:01:00,12:00,사진 부스,체험,2,2000,5,4.3
V072525,2026-09-18 13:46:00,13:00,슬러시 카페,음식,1,0,10,4.6
V072526,2026-09-18 15:02:00,15:00,떡볶이 가게,음식,1,3000,8,4.4
V072527,2026-09-18 10:20:00,10:00,방탈출 게임,게임,2,1000,4,4.6
V072528,2026-09-18 15:32:00,15:00,다트 챌린지,게임,2,1000,7,4.7
V072529,2026-09-18 15:09:00,15:00,다트 챌린지,게임,1,0,2,4.4
V072530,2026-09-18 15:18:00,15:00,다트 챌린지,게임,2,1000,3,4.9
V072531,2026-09-18 13:37:00,13:00,다트 챌린지,게임,1,1000,6,4.1
V072532,2026-09-18 13:42:00,13:00,슬러시 카페,음식,2,2000,6,5.0
V072533,2026-09-18 13:49:00,13:00,사진 부스,체험,1,2000,6,4.9
V072534,2026-09-18 10:21:00,10:00,떡볶이 가게,음식,2,3000,7,5.0
V072535,2026-09-18 11:35:00,11:00,다트 챌린지,게임,1,1000,4,4.9
V072536,2026-09-18 14:25:00,14:00,방탈출 게임,게임,1,0,11,4.4
V072537,2026-09-18 11:08:00,11:00,슬러시 카페,음식,2,2000,3,4.6
V072538,2026-09-18 13:40:00,13:00,사진 부스,체험,3,2000,12,4.0
V072539,2026-09-18 11:33:00,11:00,방탈출 게임,게임,3,1000,13,4.6
V072540,2026-09-18 10:27:00,10:00,슬러시 카페,음식,1,2000,4,4.3
V072541,2026-09-18 14:01:00,14:00,방탈출 게임,게임,3,1000,17,4.3
V072542,2026-09-18 12:15:00,12:00,떡볶이 가게,음식,3,3000,10,4.2
V072543,2026-09-18 16:27:00,16:00,슬러시 카페,음식,2,2000,5,4.5
V072544,2026-09-18 14:50:00,14:00,방탈출 게임,게임,3,0,14,4.2
V072545,2026-09-18 15:50:00,15:00,떡볶이 가게,음식,1,3000,9,4.3
V072546,2026-09-18 13:47:00,13:00,슬러시 카페,음식,3,2000,5,5.0
V072547,2026-09-18 13:40:00,13:00,떡볶이 가게,음식,3,3000,12,4.1
V072548,2026-09-18 14:39:00,14:00,방탈출 게임,게임,3,0,14,3.8
V072549,2026-09-18 14:42:00,14:00,다트 챌린지,게임,2,0,3,4.9
V072550,2026-09-18 13:31:00,13:00,방탈출 게임,게임,3,1000,20,4.0
V072551,2026-09-18 15:03:00,15:00,사진 부스,체험,3,0,8,4.0
V072552,2026-09-18 14:28:00,14:00,다트 챌린지,게임,1,1000,6,4.8
V072553,2026-09-18 15:20:00,15:00,캘리그라피 체험,체험,2,0,0,4.8
V072554,2026-09-18 13:52:00,13:00,방탈출 게임,게임,2,0,15,3.7
V072555,2026-09-18 15:03:00,15:00,방탈출 게임,게임,1,0,16,4.2
V072556,2026-09-18 13:28:00,13:00,방탈출 게임,게임,1,1000,19,3.7
V072557,2026-09-18 14:31:00,14:00,슬러시 카페,음식,3,2000,5,5.0
V072558,2026-09-18 15:26:00,15:00,방탈출 게임,게임,3,1000,11,4.4
V072559,2026-09-18 10:34:00,10:00,다트 챌린지,게임,1,1000,3,4.7
V072560,2026-09-18 12:50:00,12:00,떡볶이 가게,음식,2,3000,10,4.8
V072561,2026-09-18 10:49:00,10:00,슬러시 카페,음식,2,2000,1,4.9
V072562,2026-09-18 13:48:00,13:00,방탈출 게임,게임,2,1000,16,3.5
V072563,2026-09-18 14:59:00,14:00,다트 챌린지,게임,1,1000,3,4.4
V072564,2026-09-18 15:02:00,15:00,떡볶이 가게,음식,3,3000,7,5.0
V072565,2026-09-18 15:09:00,15:00,캘리그라피 체험,체험,3,0,4,4.6
V072566,2026-09-18 13:54:00,13:00,다트 챌린지,게임,2,1000,7,4.5
V072567,2026-09-18 13:39:00,13:00,슬러시 카페,음식,1,0,7,4.9
V072568,2026-09-18 16:20:00,16:00,다트 챌린지,게임,3,0,0,4.8
V072569,2026-09-18 14:38:00,14:00,슬러시 카페,음식,1,2000,8,4.3
V072570,2026-09-18 13:12:00,13:00,떡볶이 가게,음식,1,0,11,4.3
V072571,2026-09-18 15:30:00,15:00,사진 부스,체험,3,2000,6,4.5
V072572,2026-09-18 16:27:00,16:00,사진 부스,체험,2,0,5,4.7
V072573,2026-09-18 13:35:00,13:00,슬러시 카페,음식,1,2000,6,4.8
V072574,2026-09-18 15:20:00,15:00,슬러시 카페,음식,2,2000,2,4.9
V072575,2026-09-18 14:59:00,14:00,떡볶이 가게,음식,2,3000,8,4.2
V072576,2026-09-18 15:29:00,15:00,떡볶이 가게,음식,1,3000,7,4.2
V072577,2026-09-18 13:18:00,13:00,다트 챌린지,게임,1,1000,5,4.9
V072578,2026-09-18 13:01:00,13:00,캘리그라피 체험,체험,2,1500,5,4.6
V072579,2026-09-18 16:49:00,16:00,떡볶이 가게,음식,1,3000,6,4.5
V072580,2026-09-18 14:13:00,14:00,방탈출 게임,게임,3,1000,18,4.4
V072581,2026-09-18 14:24:00,14:00,슬러시 카페,음식,1,2000,6,4.5
V072582,2026-09-18 15:43:00,15:00,떡볶이 가게,음식,2,3000,5,5.0
V072583,2026-09-18 12:34:00,12:00,캘리그라피 체험,체험,2,1500,7,4.7
V072584,2026-09-18 14:12:00,14:00,떡볶이 가게,음식,1,0,6,4.8
V072585,2026-09-18 13:50:00,13:00,슬러시 카페,음식,1,2000,10,4.2
V072586,2026-09-18 15:45:00,15:00,떡볶이 가게,음식,3,3000,7,4.6
V072587,2026-09-18 14:29:00,14:00,캘리그라피 체험,체험,1,1500,4,4.8
V072588,2026-09-18 11:37:00,11:00,캘리그라피 체험,체험,2,1500,0,4.6
V072589,2026-09-18 14:14:00,14:00,사진 부스,체험,2,2000,7,4.7
V072590,2026-09-18 15:52:00,15:00,떡볶이 가게,음식,1,0,7,4.9
V072591,2026-09-18 15:03:00,15:00,슬러시 카페,음식,1,2000,5,5.0
V072592,2026-09-18 15:45:00,15:00,사진 부스,체험,2,0,7,4.4
V072593,2026-09-18 15:20:00,15:00,슬러시 카페,음식,2,2000,4,4.6
V072594,2026-09-18 16:23:00,16:00,캘리그라피 체험,체험,3,1500,1,5.0
V072595,2026-09-18 12:46:00,12:00,사진 부스,체험,1,2000,6,4.5
V072596,2026-09-18 15:36:00,15:00,떡볶이 가게,음식,2,3000,6,4.9
V072597,2026-09-18 16:34:00,16:00,슬러시 카페,음식,1,2000,3,5.0
V072598,2026-09-18 12:15:00,12:00,슬러시 카페,음식,2,2000,1,4.6
V072599,2026-09-18 12:26:00,12:00,사진 부스,체험,2,0,6,4.4
V072600,2026-09-18 16:48:00,16:00,사진 부스,체험,1,2000,4,4.5
V072601,2026-09-18 15:11:00,15:00,슬러시 카페,음식,2,2000,7,5.0
V072602,2026-09-18 15:59:00,15:00,다트 챌린지,게임,3,0,0,4.4
